State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min Price,Max Price,Modal Price
Kerala,Kasargod,Kanjangadu,Banana,Other,Small,08/01/2023,5800,6500,6000
Kerala,Kasargod,Neeleswaram,Banana,Other,Large,08/01/2023,6600,6800,6700
Kerala,Kollam,Chathanoor,Banana,Banana - Ripe,Medium,08/01/2023,5800,6200,6000
Kerala,Kollam,Chathanoor,Banana,Palayamthodan,Medium,08/01/2023,3800,4200,4000
Kerala,Kollam,Chathanoor,Banana,Poovan,Medium,08/01/2023,5600,6000,5800
Kerala,Kollam,Chathanoor,Banana,Red Banana,Medium,08/01/2023,6800,7200,7000
Kerala,Kollam,Chathanoor,Banana,Robusta,Medium,08/01/2023,3800,4200,4000
Kerala,Kollam,Kollam,Banana,Banana - Ripe,Medium,08/01/2023,6000,7000,6500
Kerala,Kollam,Kollam,Banana,Palayamthodan,Medium,08/01/2023,2000,2500,2200
Kerala,Kollam,Kollam,Banana,Poovan,Medium,08/01/2023,4500,5500,5000
Kerala,Kollam,Kollam,Banana,Rasakathai,Medium,08/01/2023,4000,5000,4500
Kerala,Kollam,Punalur,Banana,Banana - Ripe,Medium,08/01/2023,6600,7000,6800
Kerala,Kollam,Punalur,Banana,Palayamthodan,Medium,08/01/2023,2000,2400,2200
Kerala,Kollam,Punalur,Banana,Poovan,Medium,08/01/2023,4600,5000,4800
Kerala,Kollam,Punalur,Banana,Red Banana,Medium,08/01/2023,4600,5000,4800
Kerala,Kollam,Punalur,Banana,Robusta,Medium,08/01/2023,2600,3000,2800
Kerala,Kollam,Sasthamkotta,Banana,Nendra Bale,Medium,08/01/2023,8000,8500,8200
Kerala,Kollam,Sasthamkotta,Banana,Palayamthodan,Medium,08/01/2023,2500,3000,2800
Kerala,Kollam,Sasthamkotta,Banana,Poovan,Medium,08/01/2023,5500,6000,5800
Kerala,Kollam,Sasthamkotta,Banana,Red Banana,Medium,08/01/2023,6000,6500,6200
Kerala,Kollam,Sasthamkotta,Banana,Robusta,Medium,08/01/2023,3000,3500,3200
Kerala,Kottayam,Kottayam,Banana,Banana - Ripe,Medium,08/01/2023,5500,6200,6000
Kerala,Kottayam,Kottayam,Banana,Palayamthodan,Medium,08/01/2023,2000,2400,2200
Kerala,Kottayam,Kottayam,Banana,Poovan,Medium,08/01/2023,7200,7600,7400
Kerala,Kottayam,Thalayolaparambu,Banana,Banana - Ripe,Medium,08/01/2023,4000,4500,4300
Kerala,Kottayam,Thalayolaparambu,Banana,Palayamthodan,Medium,08/01/2023,2300,2700,2500
Kerala,Kottayam,Thalayolaparambu,Banana,Poovan,Medium,08/01/2023,4400,4700,4600
Kerala,Kottayam,Thalayolaparambu,Banana,Robusta,Medium,08/01/2023,2800,3200,3000
Kerala,Kozhikode(Calicut),Kallachi,Banana,Nendra Bale,Medium,08/01/2023,5000,5400,5200
Kerala,Kozhikode(Calicut),Kallachi,Banana,Palayamthodan,Medium,08/01/2023,2800,3200,3000
Kerala,Kozhikode(Calicut),Kallachi,Banana,Rasakathai,Medium,08/01/2023,5000,5400,5200
Kerala,Malappuram,Kottakkal,Banana,Nendra Bale,Medium,08/01/2023,4300,4400,4350
Kerala,Malappuram,Kottakkal,Banana,Palayamthodan,Large,08/01/2023,2400,2500,2450
Kerala,Malappuram,Manjeri,Banana,Other,Large,08/01/2023,4500,4600,4550
Kerala,Palakad,Palakkad,Banana,Nendra Bale,Large,08/01/2023,4200,5500,4900
Kerala,Palakad,Palakkad,Banana,Nendra Bale,Medium,08/01/2023,4000,5000,4600
Kerala,Palakad,Palakkad,Banana,Palayamthodan,Medium,08/01/2023,2300,3500,3000
Kerala,Palakad,Palakkad,Banana,Poovan,Medium,08/01/2023,6000,7000,6600
Kerala,Palakad,Pattambi,Banana,Nendra Bale,Medium,08/01/2023,5000,5500,5200
Kerala,Palakad,Pattambi,Banana,Palayamthodan,Medium,08/01/2023,3000,4000,3500
Kerala,Thirssur,Chavakkad,Banana,Palayamthodan,Medium,08/01/2023,2600,3400,3400
Kerala,Thirssur,Chavakkad,Banana,Poovan,Medium,08/01/2023,5000,6000,6000
Kerala,Thirssur,Chavakkad,Banana,Robusta,Medium,08/01/2023,2600,3400,3400
Kerala,Thirssur,Mattathur,Banana,Nendra Bale,Medium,08/01/2023,3500,4700,4000
Kerala,Thirssur,Mattathur,Banana,Poovan,Medium,08/01/2023,3500,3700,3600
Kerala,Thirssur,Thrissur,Banana,Banana - Ripe,Medium,08/01/2023,5000,5500,5000
Kerala,Thirssur,Thrissur,Banana,Palayamthodan,Medium,08/01/2023,3000,3500,3200
Kerala,Thirssur,Thrissur,Banana,Robusta,Medium,08/01/2023,2800,3000,2800
Kerala,Thiruvananthapuram,Maranelloor,Banana,Nendra Bale,Large,08/01/2023,4800,5000,4900
Kerala,Thiruvananthapuram,Maranelloor,Banana,Nendra Bale,Medium,08/01/2023,3800,4500,4000
Kerala,Thiruvananthapuram,Maranelloor,Banana,Nendra Bale,Small,08/01/2023,2500,3500,2800
Kerala,Thiruvananthapuram,Maranelloor,Banana,Palayamthodan,Small,08/01/2023,2000,2200,2100
Kerala,Thiruvananthapuram,Maranelloor,Banana,Palayamthodan,Large,08/01/2023,2600,2800,2700
Kerala,Thiruvananthapuram,Maranelloor,Banana,Palayamthodan,Medium,08/01/2023,2300,2500,2400
Kerala,Thiruvananthapuram,Maranelloor,Banana,Poovan,Large,08/01/2023,6000,6500,6400
Kerala,Thiruvananthapuram,Maranelloor,Banana,Poovan,Medium,08/01/2023,5000,5800,5500
Kerala,Thiruvananthapuram,Maranelloor,Banana,Red Banana,Medium,08/01/2023,4000,4500,4200
Kerala,Thiruvananthapuram,Maranelloor,Banana,Red Banana,Large,08/01/2023,5300,5500,5400
Kerala,Thiruvananthapuram,Maranelloor,Banana,Robusta,Large,08/01/2023,2600,2800,2700
Kerala,Thiruvananthapuram,Maranelloor,Banana,Robusta,Medium,08/01/2023,2300,2500,2400
Kerala,Thiruvananthapuram,Parassala,Banana,Banana - Ripe,Medium,08/01/2023,6000,6200,6000
Kerala,Thiruvananthapuram,Parassala,Banana,Palayamthodan,Medium,08/01/2023,2700,2700,2700
Kerala,Thiruvananthapuram,Parassala,Banana,Red Banana,Medium,08/01/2023,5000,5200,5000
Madhya Pradesh,Indore,Indore(F&V),Banana,Other,Medium,08/01/2023,600,1600,1000
Madhya Pradesh,Katni,Katni(F&V),Banana,Other,Medium,08/01/2023,1000,1000,1000
Maharashtra,Jalgaon,Yawal,Banana,Other,FAQ,08/01/2023,1650,1850,1750
Maharashtra,Nagpur,Nagpur,Banana,Khandesh,FAQ,08/01/2023,450,550,525
Maharashtra,Pune,Pune,Banana,Other,FAQ,08/01/2023,800,1200,1000
Maharashtra,Pune,Pune(Moshi),Banana,Other,FAQ,08/01/2023,2000,5000,3500
Meghalaya,East Khasi Hills,Shillong,Banana,Banana - Ripe,Large,08/01/2023,2000,4000,3800
Meghalaya,East Khasi Hills,Sohra,Banana,Other,Medium,08/01/2023,46000,50000,48000
Nagaland,Mokokchung,Mangkolemba,Banana,Amruthapani,Medium,08/01/2023,1500,2500,2000
Nagaland,Mokokchung,Mokokchung Town,Banana,Other,Medium,08/01/2023,1500,2500,2000
Nagaland,Tuensang,Tuensang,Banana,Other,Medium,08/01/2023,9900,10200,10000
NCT of Delhi,Delhi,Azadpur,Banana,Khandesh,Large,08/01/2023,1000,1800,1500
Punjab,Amritsar,Amritsar(Amritsar Mewa Mandi),Banana,Other,Medium,08/01/2023,600,1500,1000
Punjab,Bhatinda,Bhagta Bhai Ka,Banana,Other,Medium,08/01/2023,3700,3700,3700
Punjab,Faridkot,Faridkot,Banana,Banana - Ripe,Large,08/01/2023,2500,3000,3000
Punjab,Faridkot,Jaitu,Banana,Banana - Ripe,Medium,08/01/2023,2000,2000,2000
Punjab,Fatehgarh,Bassi Pathana,Banana,Medium,Medium,08/01/2023,3200,3500,3300
Punjab,Fazilka,Abohar,Banana,Other,Medium,08/01/2023,2450,3560,2580
Punjab,Fazilka,Jalalabad,Banana,Other,Large,08/01/2023,2500,2700,2600
Punjab,Gurdaspur,Dinanagar,Banana,Medium,Medium,08/01/2023,4000,5000,4500
Punjab,Hoshiarpur,Garh Shankar,Banana,Medium,Medium,08/01/2023,1500,1800,1700
Punjab,Hoshiarpur,Mukerian,Banana,Banana - Ripe,Medium,08/01/2023,2800,3600,3200
Punjab,Hoshiarpur,Mukerian(Talwara),Banana,Other,Medium,08/01/2023,2200,2800,2500
Punjab,Ludhiana,Doraha,Banana,Amruthapani,Medium,08/01/2023,3000,3000,3000
Punjab,Moga,Baghapurana,Banana,Amruthapani,Medium,08/01/2023,2800,3200,3000
Punjab,Pathankot,Pathankot,Banana,Medium,Medium,08/01/2023,2000,2500,2500
Punjab,Patiala,Nabha,Banana,Other,Medium,08/01/2023,1600,2300,1900
Punjab,Ropar (Rupnagar),Morinda,Banana,Medium,Medium,08/01/2023,3000,3500,3200
Punjab,Sangrur,Bhawanigarh,Banana,Other,Medium,08/01/2023,2400,2400,2400
Punjab,Tarntaran,Patti,Banana,Other,Medium,08/01/2023,4000,5000,4500
Rajasthan,Bikaner,Bikaner(F&V),Banana,Other,Medium,08/01/2023,2100,2300,2200
Rajasthan,Jaipur,Jaipur(F&V),Banana,Other,Medium,08/01/2023,2500,3000,2750
Rajasthan,Udaipur,Udaipur(F&V),Banana,Other,Medium,08/01/2023,1200,1800,1500
Telangana,Warangal,Warangal,Banana,Banana - Ripe,Large,08/01/2023,3000,3000,3000
Tripura,Sepahijala,Bishramganj,Banana,Champa,Medium,08/01/2023,2000,3000,2500
Tripura,Sepahijala,Melaghar,Banana,Banana - Ripe,Medium,08/01/2023,1700,2200,2000
Uttar Pradesh,Agra,Achnera,Banana,Banana - Ripe,Medium,08/01/2023,2300,2360,2330
Uttar Pradesh,Ambedkarnagar,Akbarpur,Banana,Banana - Ripe,Medium,08/01/2023,2800,3300,3200
Uttar Pradesh,Auraiya,Achalda,Banana,Banana - Ripe,Medium,08/01/2023,2500,2700,2600
Uttar Pradesh,Auraiya,Auraiya,Banana,Banana - Ripe,Medium,08/01/2023,2400,2660,2550
Uttar Pradesh,Bahraich,Bahraich,Banana,Banana - Ripe,Medium,08/01/2023,3060,3300,3175
Uttar Pradesh,Bahraich,Naanpara,Banana,Banana - Ripe,Medium,08/01/2023,3100,3200,3150
Uttar Pradesh,Ballia,Ballia,Banana,Medium,Medium,08/01/2023,3080,3140,3110
Uttar Pradesh,Ballia,Rasda,Banana,Banana - Ripe,Medium,08/01/2023,3000,3150,3070
Uttar Pradesh,Banda,Atarra,Banana,Banana - Ripe,Medium,08/01/2023,1950,2050,2000
Uttar Pradesh,Barabanki,Safdarganj,Banana,Banana - Ripe,Medium,08/01/2023,3300,3400,3350
Uttar Pradesh,Bareilly,Bareilly,Banana,Banana - Ripe,Medium,08/01/2023,2775,2850,2820
Uttar Pradesh,Etah,Kasganj,Banana,Banana - Ripe,Large,08/01/2023,2000,2500,2250
Uttar Pradesh,Etawah,Bharthna,Banana,Banana - Ripe,Medium,08/01/2023,2500,2900,2700
Uttar Pradesh,Etawah,Etawah,Banana,Banana - Ripe,Medium,08/01/2023,2460,2800,2660
Uttar Pradesh,Faizabad,Faizabad,Banana,Banana - Ripe,Medium,08/01/2023,2600,2800,2700
Uttar Pradesh,Farukhabad,Farukhabad,Banana,Banana - Ripe,Medium,08/01/2023,2400,2600,2500
Uttar Pradesh,Farukhabad,Kayamganj,Banana,Banana - Ripe,Medium,08/01/2023,2600,2700,2650
Uttar Pradesh,Fatehpur,Bindki,Banana,Banana - Ripe,Medium,08/01/2023,2530,2630,2580
Uttar Pradesh,Fatehpur,Fatehpur,Banana,Banana - Ripe,Medium,08/01/2023,2400,2620,2540
Uttar Pradesh,Fatehpur,Khaga,Banana,Banana - Ripe,Medium,08/01/2023,2735,2775,2760
Uttar Pradesh,Firozabad,Sirsaganj,Banana,Banana - Ripe,Medium,08/01/2023,2400,2570,2500
Uttar Pradesh,Hamirpur,Bharuasumerpur,Banana,Banana - Ripe,Medium,08/01/2023,2000,2125,2075
Uttar Pradesh,Hamirpur,Maudaha,Banana,Banana - Ripe,Medium,08/01/2023,2000,2200,2100
Uttar Pradesh,Hamirpur,Muskara,Banana,Banana - Ripe,Medium,08/01/2023,1950,2100,2000
Uttar Pradesh,Hamirpur,Raath,Banana,Banana - Ripe,Medium,08/01/2023,1880,2000,1950
Uttar Pradesh,Jalaun (Orai),Jalaun,Banana,Banana - Ripe,Medium,08/01/2023,1850,2000,1900
Uttar Pradesh,Jalaun (Orai),Konch,Banana,Banana - Ripe,Medium,08/01/2023,1950,2050,2000
Uttar Pradesh,Jaunpur,Jaunpur,Banana,Banana - Ripe,Medium,08/01/2023,3150,3250,3200
Uttar Pradesh,Jaunpur,Shahganj,Banana,Other,Medium,08/01/2023,2200,2400,2300
Uttar Pradesh,Jhansi,Mauranipur,Banana,Banana - Ripe,Medium,08/01/2023,2100,2500,2325
Uttar Pradesh,Jhansi,Moth,Banana,Banana - Ripe,Medium,08/01/2023,2140,2250,2200
Uttar Pradesh,Jyotiba Phule Nagar,Hasanpur,Banana,Other,Medium,08/01/2023,1420,1500,1450
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Banana,Banana - Ripe,Medium,08/01/2023,2750,3110,2850
Uttar Pradesh,Kanpur,Jhijhank,Banana,Banana - Ripe,Medium,08/01/2023,2350,2550,2450
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Banana,Banana - Ripe,Medium,08/01/2023,2500,2690,2600
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Banana,Amruthapani,Medium,08/01/2023,2600,2710,2650
Uttar Pradesh,Lakhimpur,Golagokarnath,Banana,Banana - Ripe,Medium,08/01/2023,2550,2750,2650
Uttar Pradesh,Lakhimpur,Lakhimpur,Banana,Banana - Ripe,Medium,08/01/2023,2590,2720,2660
Uttar Pradesh,Lakhimpur,Paliakala,Banana,Besrai,Medium,08/01/2023,2550,2630,2600
Uttar Pradesh,Lucknow,Lucknow,Banana,Banana - Ripe,Medium,08/01/2023,2700,2800,2760
Uttar Pradesh,Mainpuri,Ghiraur,Banana,Banana - Ripe,Medium,08/01/2023,2230,2430,2330
Uttar Pradesh,Mainpuri,Mainpuri,Banana,Banana - Ripe,Medium,08/01/2023,2240,2435,2350
Uttar Pradesh,Mathura,Mathura,Banana,Banana - Ripe,Medium,08/01/2023,2100,2450,2300
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Banana,Medium,Medium,08/01/2023,1000,1200,1150
Uttar Pradesh,Muzaffarnagar,Khatauli,Banana,Banana - Ripe,Medium,08/01/2023,2200,2400,2300
Uttar Pradesh,Pillibhit,Pilibhit,Banana,Banana - Ripe,Medium,08/01/2023,2800,2900,2850
Uttar Pradesh,Pillibhit,Puranpur,Banana,Banana - Ripe,Medium,08/01/2023,2815,2910,2855
Uttar Pradesh,Rampur,Rampur,Banana,Desi(Bontha),Medium,08/01/2023,2820,2900,2850
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Banana,Banana - Ripe,Medium,08/01/2023,2680,2840,2755
Uttar Pradesh,Sitapur,Mehmoodabad,Banana,Banana - Ripe,Medium,08/01/2023,2670,2790,2725
Uttar Pradesh,Sitapur,Sitapur,Banana,Banana - Ripe,Medium,08/01/2023,2600,2850,2740
Uttar Pradesh,Sitapur,Viswan,Banana,Besrai,Medium,08/01/2023,2730,2770,2750
Uttar Pradesh,Sultanpur,Jafarganj,Banana,Banana - Ripe,Medium,08/01/2023,3320,3400,3360
Uttar Pradesh,Unnao,Bangarmau,Banana,Banana - Ripe,Medium,08/01/2023,2725,2800,2750
Uttar Pradesh,Unnao,Purwa,Banana,Banana - Ripe,Medium,08/01/2023,2730,2830,2780
Uttrakhand,Dehradoon,Dehradoon,Banana,Other,Medium,08/01/2023,1200,1800,1500
Uttrakhand,Dehradoon,Rishikesh,Banana,Other,Small,08/01/2023,2000,2500,2100
Uttrakhand,Dehradoon,Vikasnagar,Banana,Other,Medium,08/01/2023,1500,2500,2500
Uttrakhand,Haridwar,Haridwar Union,Banana,Other,Medium,08/01/2023,1000,1500,1200
Uttrakhand,Haridwar,Manglaur,Banana,Other,Medium,08/01/2023,900,1100,1000
Uttrakhand,Nanital,Ramnagar,Banana,Other,Medium,08/01/2023,1200,1600,1400
Uttrakhand,UdhamSinghNagar,Kashipur,Banana,Other,Large,08/01/2023,1700,2400,2200
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Banana,Banana - Ripe,Medium,08/02/2023,3600,4200,3900
Himachal Pradesh,Kangra,Palampur,Banana,Banana - Ripe,Medium,08/02/2023,3500,4000,3750
Kerala,Alappuzha,Harippad,Banana,Nendra Bale,Medium,08/02/2023,5000,5500,5000
Nagaland,Mokokchung,Tuli,Banana,Other,Medium,08/02/2023,14000,14350,14175
Punjab,Bhatinda,Bathinda,Banana,Other,Large,08/02/2023,1450,1550,1500
,,,,,,,,,
Himachal Pradesh,Kangra,Palampur,Plum,Other,Medium,07/27/2023,5000,6000,5500
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Plum,Other,Medium,07/28/2023,3000,5000,4000
Haryana,Ambala,Naraingarh,Plum,Plum,Medium,07/28/2023,800,800,800
Haryana,Hissar,Barwala(Hisar),Plum,Other,Medium,07/28/2023,4500,5000,4800
Haryana,Kurukshetra,Shahabad,Plum,Other,Medium,07/28/2023,4500,5000,4700
Haryana,Mahendragarh-Narnaul,Mohindergarh,Plum,Other,Medium,07/28/2023,5000,5000,5000
Himachal Pradesh,Chamba,Chamba,Plum,Other,Medium,07/28/2023,2000,2500,2250
Himachal Pradesh,Hamirpur,Hamirpur,Plum,Other,Medium,07/28/2023,4500,6500,5500
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Plum,Other,Medium,07/28/2023,4500,6500,5500
Himachal Pradesh,Kangra,Kangra,Plum,Other,Medium,07/28/2023,3000,5000,4000
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Plum,Other,Medium,07/28/2023,5500,6000,5750
Himachal Pradesh,Kangra,Palampur,Plum,Other,Medium,07/28/2023,5000,6000,5500
Himachal Pradesh,Kullu,Bandrol,Plum,Plum,Medium,07/28/2023,1500,5000,3500
Himachal Pradesh,Kullu,Bhuntar,Plum,Other,Medium,07/28/2023,1000,5000,3000
Maharashtra,Pune,Pune,Plum,Other,FAQ,07/28/2023,4000,9000,6500
Punjab,Fatehgarh,Bassi Pathana,Plum,Plum,Medium,07/28/2023,4500,5000,4800
Punjab,Fazilka,Jalalabad,Plum,Other,Large,07/28/2023,5500,6000,5700
Punjab,Jalandhar,Jalandhar City(Jalandhar),Plum,Plum,Medium,07/28/2023,2400,3500,3000
Punjab,Ropar (Rupnagar),Morinda,Plum,Plum,Medium,07/28/2023,2000,3000,2500
Telangana,Warangal,Warangal,Plum,Plum,Medium,07/28/2023,10000,10000,10000
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Plum,Other,Medium,07/29/2023,3000,5000,4000
Haryana,Ambala,Naraingarh,Plum,Plum,Medium,07/29/2023,800,800,800
Haryana,Kurukshetra,Shahabad,Plum,Other,Medium,07/29/2023,4000,6000,5000
Haryana,Mahendragarh-Narnaul,Mohindergarh,Plum,Other,Medium,07/29/2023,5000,8000,6500
Punjab,Fazilka,Jalalabad,Plum,Other,Large,07/29/2023,5000,5200,5000
Punjab,Ropar (Rupnagar),Morinda,Plum,Plum,Medium,07/29/2023,4000,5000,4500
Telangana,Warangal,Warangal,Plum,Plum,Large,07/29/2023,10000,10000,10000
Telangana,Warangal,Warangal,Plum,Plum,Medium,07/29/2023,6500,6500,6500
Telangana,Warangal,Warangal,Plum,Plum,Small,07/29/2023,6000,6000,6000
Himachal Pradesh,Kullu,Kullu(Patli Kuhal),Plum,Other,Medium,07/30/2023,1000,4000,3000
Himachal Pradesh,Mandi,Mandi(Takoli),Plum,Other,Medium,07/30/2023,1000,3500,2500
Telangana,Warangal,Warangal,Plum,Plum,Medium,07/30/2023,8000,8000,8000
Haryana,Kurukshetra,Shahabad,Plum,Other,Medium,07/31/2023,4500,6790,6000
Himachal Pradesh,Hamirpur,Hamirpur,Plum,Other,Medium,07/31/2023,5000,6000,5500
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Plum,Other,Medium,07/31/2023,8000,10000,9000
Himachal Pradesh,Kangra,Kangra,Plum,Other,Medium,07/31/2023,3000,3500,3250
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Plum,Other,Medium,07/31/2023,7200,7600,7400
Himachal Pradesh,Kangra,Palampur,Plum,Other,Medium,07/31/2023,7000,7500,7250
Himachal Pradesh,Kullu,Kullu(Patli Kuhal),Plum,Other,Medium,07/31/2023,1000,4000,3000
Himachal Pradesh,Mandi,Mandi(Takoli),Plum,Other,Medium,07/31/2023,2000,4000,3000
Jammu and Kashmir,Kathua,Kathua,Plum,Other,Medium,07/31/2023,6000,7000,6500
Maharashtra,Pune,Pune,Plum,Other,FAQ,07/31/2023,4000,7000,5500
Punjab,Barnala,Barnala,Plum,Other,Large,07/31/2023,6000,7200,6600
Punjab,Fatehgarh,Bassi Pathana,Plum,Plum,Medium,07/31/2023,4500,6000,5000
Punjab,Fazilka,Jalalabad,Plum,Other,Large,07/31/2023,8000,8000,8000
Punjab,Jalandhar,Jalandhar City(Jalandhar),Plum,Plum,Medium,07/31/2023,2600,3600,3100
Punjab,Ropar (Rupnagar),Morinda,Plum,Plum,Medium,07/31/2023,4000,5000,4500
Rajasthan,Jodhpur,Jodhpur(F&V)(Bhadwasia),Plum,Other,Medium,07/31/2023,3000,7000,5000
Telangana,Warangal,Warangal,Plum,Plum,Large,07/31/2023,10000,10000,10000
Haryana,Kurukshetra,Shahabad,Plum,Other,Medium,08/01/2023,5000,6240,6000
Haryana,Mahendragarh-Narnaul,Mohindergarh,Plum,Other,Medium,08/01/2023,5000,5000,5000
Himachal Pradesh,Chamba,Chamba,Plum,Other,Medium,08/01/2023,2000,2500,2250
Himachal Pradesh,Hamirpur,Hamirpur,Plum,Other,Medium,08/01/2023,5000,6000,5500
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Plum,Other,Medium,08/01/2023,7200,7600,7400
Himachal Pradesh,Kangra,Palampur,Plum,Other,Medium,08/01/2023,7000,7500,7250
Himachal Pradesh,Kullu,Kullu(Patli Kuhal),Plum,Other,Medium,08/01/2023,1000,3200,2500
Himachal Pradesh,Mandi,Mandi(Takoli),Plum,Other,Medium,08/01/2023,2000,4500,3000
Himachal Pradesh,Una,Una,Plum,Other,Medium,08/01/2023,5000,6000,5500
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Plum,Other,Medium,08/01/2023,4000,6000,5000
Jammu and Kashmir,Kathua,Kathua,Plum,Other,Medium,08/01/2023,4000,6000,5000
Maharashtra,Pune,Pune,Plum,Other,FAQ,08/01/2023,4000,8000,6000
Punjab,Amritsar,Amritsar(Amritsar Mewa Mandi),Plum,Other,Medium,08/01/2023,2000,4000,3300
Punjab,Faridkot,Faridkot,Plum,Other,Large,08/01/2023,6000,7000,7000
Punjab,Fatehgarh,Bassi Pathana,Plum,Plum,Medium,08/01/2023,4500,5500,5000
Punjab,Fazilka,Jalalabad,Plum,Other,Large,08/01/2023,8000,8200,8000
Punjab,Ferozpur,Zira,Plum,Other,Large,08/01/2023,3600,4000,3800
Punjab,Hoshiarpur,Dasuya,Plum,Other,Large,08/01/2023,3000,5000,4000
Punjab,Hoshiarpur,Dasuya,Plum,Other,Medium,08/01/2023,2000,2000,2000
Punjab,Hoshiarpur,Mukerian,Plum,Plum,Medium,08/01/2023,3500,5500,4500
Punjab,Hoshiarpur,Tanda Urmur,Plum,Other,Medium,08/01/2023,6000,6600,6300
Punjab,Jalandhar,Jalandhar City(Jalandhar),Plum,Plum,Medium,08/01/2023,2500,3500,3000
Punjab,Moga,Baghapurana,Plum,Other,Medium,08/01/2023,4200,5000,4500
Punjab,Ropar (Rupnagar),Morinda,Plum,Plum,Medium,08/01/2023,2000,3000,2500
Rajasthan,Jodhpur,Jodhpur(F&V)(Bhadwasia),Plum,Other,Medium,08/01/2023,3000,7000,5000
Telangana,Hyderabad,Gaddiannaram,Plum,Other,Medium,08/01/2023,2100,5700,2700
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Plum,Other,Medium,08/02/2023,7200,7600,7400
Himachal Pradesh,Kangra,Palampur,Plum,Other,Medium,08/02/2023,7000,7500,7250
,,,,,,,,,
Himachal Pradesh,Kangra,Palampur,Papaya,Other,Medium,07/27/2023,4200,4500,4350
Uttrakhand,Haridwar,Roorkee,Papaya,Other,Medium,07/27/2023,1500,2500,2000
Chattisgarh,Bilaspur,Tiphra,Papaya,Papaya,Large,07/28/2023,2000,2200,2100
Gujarat,Rajkot,Gondal(Veg.market Gondal),Papaya,Other,Medium,07/28/2023,1000,2000,1500
Haryana,Mahendragarh-Narnaul,Narnaul,Papaya,Other,Medium,07/28/2023,2000,2000,2000
Himachal Pradesh,Chamba,Chamba,Papaya,Other,Medium,07/28/2023,4500,5000,4750
Himachal Pradesh,Hamirpur,Hamirpur,Papaya,Other,Medium,07/28/2023,4000,4500,4250
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Papaya,Other,Medium,07/28/2023,4000,4500,4250
Himachal Pradesh,Kangra,Kangra,Papaya,Other,Medium,07/28/2023,3500,4000,3750
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Papaya,Other,Medium,07/28/2023,4800,5200,5000
Himachal Pradesh,Kangra,Palampur,Papaya,Other,Medium,07/28/2023,4200,4500,4350
